common,tax,order,family,tribe,genus,species,taxon,location,ecosystem,country
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Ileret,TRKX,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Ileret,TRKX,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Ileret,TRKX,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Turkana region,TRKX,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Siboloi NP,TRKX,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Siboloi NP,TRKX,Kenya
lesser kudu,Tragelaphus imberbis,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,imberbis,Tragelaphini,Siboloi NP,TRKX,Kenya
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,Siboloi NP,TRKX,Kenya
greater kudu,Tragelaphus strepsiceros,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,strepsiceros,Tragelaphini,Suregei,TRKX,Kenya
greater kudu,Tragelaphus strepsiceros,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,strepsiceros,Tragelaphini,Suregei,TRKX,Kenya
greater kudu,Tragelaphus strepsiceros,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,strepsiceros,Tragelaphini,Suregei,TRKX,Kenya
greater kudu,Tragelaphus strepsiceros,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,strepsiceros,Tragelaphini,Karari,TRKX,Kenya
greater kudu,Tragelaphus strepsiceros,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,strepsiceros,Tragelaphini,Karari,TRKX,Kenya
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Tsavo East Res Ctr,TSVO,Kenya
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Tsavo East Res Ctr,TSVO,Kenya
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Satao,TSVO,Kenya
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Tsavo East,TSVO,Kenya
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Tsavo East,TSVO,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Tsavo East,TSVO,Kenya
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Tsavo East Res Ctr,TSVO,Kenya
Thomson's gazelle,Eudorcas thomsonii,Artiodactyla,Bovidae,Antilopini,Eudorcas,thomsonii,Antilopini,Sultan Hamud,TSVO,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Tsavo East Res Ctr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Sagalla ,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Salaita,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo West,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Ngutuni,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Bachuma,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Sala,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lualenyi Ranch,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Galana Ranch,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Satao,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Ngutuni,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Irima,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lualenyi Ranch,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Ngutuni,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lualenyi Ranch,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Kulalu,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Galana Ranch,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo West,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East Res Ctr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East Res Ctr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East Res Ctr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Galana Ranch,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Irima,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Irima,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lualenyi Ranch,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East Res Ctr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mzima Spr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East Res Ctr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo West,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo West,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East Res Ctr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lualenyi Ranch,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East Res Ctr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo West,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo East Res Ctr,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo West,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo West,TSVO,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Tsavo West,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Makindu,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Ngulia,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Satao,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Satao,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo West,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo West,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Satao,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo West,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East Res Ctr,TSVO,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Tsavo East,TSVO,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Satao,TSVO,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Tsavo East Res Ctr,TSVO,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Tsavo East Res Ctr,TSVO,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Tsavo East Res Ctr,TSVO,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Tsavo East Res Ctr,TSVO,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Tsavo East Res Ctr,TSVO,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Tsavo East,TSVO,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Sultan Hamud,TSVO,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mzima Spr,TSVO,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mzima Spr,TSVO,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mzima Spr,TSVO,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mtito Andei,TSVO,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mzima Spr,TSVO,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mtito Andei,TSVO,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mzima Spr,TSVO,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Satao,TSVO,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mzima Spr,TSVO,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Tsavo East Res Ctr,TSVO,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Tsavo East Res Ctr,TSVO,Kenya
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East Res Ctr,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Satao,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Satao,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo West,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Tsavo East,TSVO,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Tsavo East Res Ctr,TSVO,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Tsavo East Res Ctr,TSVO,Kenya
steenbok,Raphicerus campestris,Artiodactyla,Bovidae,Neotragini,Raphicerus,campestris,Neotragini,Simba,TSVO,Kenya
steenbok,Raphicerus campestris,Artiodactyla,Bovidae,Neotragini,Raphicerus,campestris,Neotragini,Sultan Hamud,TSVO,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Tsavo East Res Ctr,TSVO,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Tsavo East Res Ctr,TSVO,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Tsavo West,TSVO,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Tsavo West,TSVO,Kenya
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Tsavo West,TSVO,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Tsavo East Res Ctr,TSVO,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Tsavo East Res Ctr,TSVO,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Tsavo East Res Ctr,TSVO,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Tsavo East Res Ctr,TSVO,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Tsavo East Res Ctr,TSVO,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Tsavo West,TSVO,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Tsavo East Res Ctr,TSVO,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Satao,TSVO,Kenya
