common,tax,order,family,tribe,genus,species,taxon,location,ecosystem,country
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,La Lopé,LOPE,Gabon
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,La Lopé,LOPE,Gabon
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,La Lopé,LOPE,Gabon
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,La Lopé,LOPE,Gabon
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,La Lopé,LOPE,Gabon
bushbuck,Tragelaphus scriptus,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,scriptus,Tragelaphini,La Lopé,LOPE,Gabon
"hartebeest, Lelwel's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Mago NP,MAGO,Ethiopia
"hartebeest, Lelwel's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Mago NP,MAGO,Ethiopia
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mago NP,MAGO,Ethiopia
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mago NP,MAGO,Ethiopia
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mago NP,MAGO,Ethiopia
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mago NP,MAGO,Ethiopia
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mago NP,MAGO,Ethiopia
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Mago NP,MAGO,Ethiopia
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mago NP,MAGO,Ethiopia
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mago/Omo,MAGO,Ethiopia
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,Mago NP,MAGO,Ethiopia
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mago NP,MAGO,Ethiopia
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mago NP,MAGO,Ethiopia
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mago NP,MAGO,Ethiopia
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mago/Omo,MAGO,Ethiopia
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Mago/Omo,MAGO,Ethiopia
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Mago NP,MAGO,Ethiopia
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Mago NP,MAGO,Ethiopia
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Mago NP,MAGO,Ethiopia
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Mago/Omo,MAGO,Ethiopia
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mago NP,MAGO,Ethiopia
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mago NP,MAGO,Ethiopia
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mago NP,MAGO,Ethiopia
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mago NP,MAGO,Ethiopia
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mago NP,MAGO,Ethiopia
greater kudu,Tragelaphus strepsiceros,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,strepsiceros,Tragelaphini,Mago NP,MAGO,Ethiopia
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Serengeti,MARA,Tanzania
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Serengeti,MARA,Tanzania
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus ,Aepycerotini,Serengeti,MARA,Tanzania
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus ,Aepycerotini,Guerrmametti,MARA,Tanzania
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus ,Aepycerotini,Serengeti,MARA,Tanzania
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Serengeti,MARA,Tanzania
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Laetoli ,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Serengeti,MARA,Tanzania
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Masai Mara,MARA,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Masai Mara,MARA,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Masai Mara,MARA,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Serengeti,MARA,Tanzania
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Serengeti,MARA,Tanzania
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Mara River,MARA,Kenya
Thomson's gazelle,Eudorcas thomsonii,Artiodactyla,Bovidae,Antilopini,Eudorcas,thomsonii,Antilopini,Serengeti,MARA,Tanzania
Thomson's gazelle,Eudorcas thomsonii,Artiodactyla,Bovidae,Antilopini,Eudorcas,thomsonii,Antilopini,Serengeti,MARA,Tanzania
Thomson's gazelle,Eudorcas thomsonii,Artiodactyla,Bovidae,Antilopini,Eudorcas,thomsonii,Antilopini,Serengeti,MARA,Tanzania
Thomson's gazelle,Eudorcas thomsonii,Artiodactyla,Bovidae,Antilopini,Eudorcas,thomsonii,Antilopini,Serengeti,MARA,Tanzania
Thomson's gazelle,Eudorcas thomsonii,Artiodactyla,Bovidae,Antilopini,Eudorcas,thomsonii,Antilopini,Serengeti,MARA,Tanzania
gerenek,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Serengeti,MARA,Tanzania
gerenuk,Litocranius walleri,Artiodactyla,Bovidae,Antilopini,Litocranius,walleri,Antilopini,Mara River,MARA,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Serengeti,MARA,Tanzania
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Serengeti,MARA,Tanzania
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Serengeti,MARA,Tanzania
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Serengeti,MARA,Tanzania
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Serengeti,MARA,Tanzania
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Serengeti,MARA,Tanzania
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Serengeti,MARA,Tanzania
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Serengeti,MARA,Tanzania
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Serengeti,MARA,Tanzania
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Serengeti,MARA,Tanzania
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Serengeti,MARA,Tanzania
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Masai Mara,MARA,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Masai Mara,MARA,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Masai Mara,MARA,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Masai Mara,MARA,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Serengeti,MARA,Tanzania
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Serengeti,MARA,Tanzania
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros ,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Masai Mara,MARA,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Serengeti,MARA,Tanzania
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Laetoli ,MARA,Tanzania
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Laetoli ,MARA,Tanzania
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Serengeti,MARA,Tanzania
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Serengeti,MARA,Tanzania
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Serengeti,MARA,Tanzania
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Serengeti,MARA,Tanzania
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Serengeti,MARA,Tanzania
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Serengeti,MARA,Tanzania
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Masai Mara,MARA,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Laetoli ,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Laetoli ,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Laetoli ,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Laetoli ,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Laetoli ,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Laetoli ,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Laetoli ,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Laetoli ,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Serengeti,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Serengeti,MARA,Tanzania
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Serengeti,MARA,Tanzania
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Serengeti,MARA,Tanzania
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mara River,MARA,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Masai Mara,MARA,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Serengeti,MARA,Tanzania
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Masai Mara,MARA,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Masai Mara,MARA,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Mara,MARA,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Masai Mara ,MARA,Kenya
dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,Neotragini,Madoqua,kirkii,Neotragini,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,aethiopicus,Phacochoerus,Laetoli ,MARA,Tanzania
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Masai Mara,MARA,Kenya
bushpig,Potamochoerus larvatus,Artiodactyla,Suidae,,Potamochoerus,larvatus,Potamochoerus,Masai Mara,MARA,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Masai Mara,MARA,Kenya
impala,Aepyceros melampus,Artiodactyla,Bovidae,Aepycerotini,Aepyceros,melampus,Aepycerotini,Lake Mburo,MBRO,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lake Mburo,MBRO,Uganda
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Lake Mburo,MBRO,Uganda
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Lake Mburo,MBRO,Uganda
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Lake Mburo,MBRO,Uganda
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Lake Mburo,MBRO,Uganda
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Lake Mburo,MBRO,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lake Mburo,MBRO,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lake Mburo,MBRO,Uganda
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Lake Mburo,MBRO,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Lake Mburo,MBRO,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Lake Mburo,MBRO,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Lake Mburo,MBRO,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Lake Mburo,MBRO,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Lake Mburo,MBRO,Uganda
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,larvatus,Potamochoerus,Lake Mburo,MBRO,Uganda
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Lake Mburo,MBRO,Uganda
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Lake Mburo,MBRO,Uganda
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Lake Mburo,MBRO,Uganda
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Lake Mburo,MBRO,Uganda
"hartebeest, Coke's",Alcelaphus buselaphus,Artiodactyla,Bovidae,Alcelaphini,Alcelaphus,buselaphus,Alcelaphini,Meru NP,MERU,Kenya
common wildebeest,Connochaetes taurinus,Artiodactyla,Bovidae,Alcelaphini,Connochaetes,taurinus,Alcelaphini,Meru NP,MERU,Kenya
topi,Damaliscus lunatus,Artiodactyla,Bovidae,Alcelaphini,Damaliscus,lunatus,Alcelaphini,Meru NP,MERU,Kenya
Grant's gazelle,Nanger granti,Artiodactyla,Bovidae,Antilopini,Nanger,granti,Antilopini,Meru NP,MERU,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mughwango,MERU,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Elsa Kopje,MERU,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Meru NP,MERU,Kenya
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium,simum,Ceratotherium,Meru NP,MERU,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Meru NP,MERU,Kenya
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Meru,MERU,Kenya
plains zebra,Equus burchellii,Perissodactyla,Equidae,,Equus,burchellii,Equus,Meru NP,MERU,Kenya
Grevy's zebra,Equus grevyi,Perissodactyla,Equidae,,Equus,grevyi,Equus,Meru NP,MERU,Kenya
giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,,Giraffa,camelopardalis,Giraffa,Meru NP,MERU,Kenya
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Kora,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
savanna elephant,Loxodonta africana,Proboscidea,Elephantidae,,Loxodonta,africana,Loxodonta,Meru NP,MERU,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mulika,MERU,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Meru NP,MERU,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Bisinandi,MERU,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mughwango,MERU,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Mulika,MERU,Kenya
waterbuck,Kobus ellipsiprymnus,Artiodactyla,Bovidae,Reduncini,Kobus,ellipsiprymnus,Reduncini,Bisinandi,MERU,Kenya
eland,Taurotragus oryx,Artiodactyla,Bovidae,Tragelaphini,Taurotragus,oryx,Tragelaphini,Meru NP,MERU,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mt Kenya NP HQ,MTKE,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mt Kenya NP HQ,MTKE,Kenya
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Mt Kenya NP HQ,MTKE,Kenya
Harvey's duiker,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,natalensis,Cephalophini,Mt Kenya,MTKE,Kenya
Harvey's duiker,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,natalensis,Cephalophini,Mt Kenya,MTKE,Kenya
